,ID,Platform,Name,Description,Keywords,Licenses,Repository URL,Versions Count,Dependent Projects Count,Status,Dependent Repositories Count,Repository ID,Repository Host Type,Repository Name with Owner,Repository Description,Repository Fork?,Repository Stars Count,Repository License,Repository Status,Repository Keywords,Binding Host,Homepage URL,Homepage Domain,Binding Host Normalized,Binding Host Normalized - No Space,Host Repo IDs,is official,Type
145887,2515465,PyPI,edge-ai,EdgeAI API Client,,MIT,https://github.com/deep-horizon/edge_ai,1,0,,0,30112685,GitHub,deep-horizon/edge_ai,Python API Client Library ,False,0.0,MIT,,,EdgeAI,https://github.com/deep-horizon/edge_ai,github,edgeai,edgeai,['40430869'],community,Binding
145919,2515876,Maven,com.rivescript:rivescript-core,RiveScript interpreter for Java,,MIT,https://github.com/aichaos/rivescript-java,9,0,,3,,,,,,,,,,RiveScript,https://github.com/aichaos/rivescript-java,github,rivescript,rivescript,['17777447'],same_repo_url_owner,Binding
146217,2518676,PyPI,aletheia,A Python implementation of Aletheia,"command Line,verification,fake news",AGPL-3.0,https://github.com/danielquinn/aletheia,23,0,,1,29851979,GitHub,danielquinn/aletheia,Fight fake news by signing your files,False,90.0,AGPL-3.0,,"fake-news,public-key-cryptography",Aletheia,https://danielquinn.github.io/aletheia,github,aletheia,aletheia,['30456422'],community,Binding
146653,2522139,NuGet,VideoIndexer,VideoIndexer API library,"VideoIndexer,VideoIndex,VideoAnalysis,Analyse",,,1,0,,0,,,,,,,,,,VideoIndexer,,,videoindexer,videoindexer,['25912165'],community,Binding
146747,2523163,npm,rtm-api,Remember the Milk API Interface,"rtm,api,remember the milk,tasks,todo,gtd",MIT,https://github.com/dwaring87/rtm-api,15,1,,1,30174435,GitHub,dwaring87/rtm-api,Remember the Milk API Interface,False,0.0,MIT,,"js,node,nodejs,rtm,rtm-api",Milk,https://github.com/dwaring87/rtm-api,github,milk,milk,['845459'],community,Binding
146782,2523420,PyPI,auroraapi,Python SDK for Aurora,voice speech text speech-to-text text-to-speech stt tts aurora auroraapi,MIT,https://github.com/auroraapi/python-sdk,16,0,,0,30301714,GitHub,auroraapi/aurora-python,Aurora SDK for Python,False,2.0,MIT,,"aurora,auroraapi,intent-prediction,sdk,speech-recognition,speech-synthesis,speech-to-text,text-to-speech,voice",Aurora,https://github.com/auroraapi/python-sdk,github,aurora,aurora,['25061403'],community,Binding
146898,2524852,PyPI,polyaxon-client,Python client to interact with Polyaxon API.,"polyaxon,aws,s3,microsoft,azure,google cloud storage,gcs,tensorFlow,deep-learning,machine-learning,data-science,neural-networks,artificial-intelligence,ai,reinforcement-learning,kubernetes",MIT,https://github.com/polyaxon/polyaxon-client,56,2,,4,31102645,GitHub,polyaxon/polyaxon-client,Python clients for tracking experiments and interacting with Polyaxon API,False,12.0,MIT,,"api,client,instrumentation,instrumentation-agent,kubernetes,machine-learning,model-management,tracking",Polyaxon,https://github.com/polyaxon/polyaxon-client,github,polyaxon,polyaxon,['17701135'],same_repo_owner,Binding
146903,2524920,PyPI,tensorplex,Distributed wrapper for Tensorboard,"Machine Learning,Distributed Computing",GPL-3.0,https://github.com/SurrealAI/Tensorplex,3,0,,0,36777019,GitHub,SurrealAI/Tensorplex,Distributed tensorboard and logging,False,0.0,,,,Tensorboard,http://github.com/SurrealAI/Tensorplex,github,tensorboard,tensorboard,['16942998'],community,Binding
146931,2525199,npm,@storybook/mantra-core,Core API for Mantra,,MIT,https://github.com/storybooks/mantra-core,2,1,,2864,30310828,GitHub,storybooks/mantra-core,Deprecated - for bug fixes and maintenance only,True,3.0,MIT,,,Mantra,https://github.com/storybooks/mantra-core,github,mantra,mantra,['37266822'],community,Binding
147308,2528032,PyPI,pydragon,Python3 client for Dragon,,MIT,,4,0,,0,,,,,,,,,,Dragon,,,dragon,dragon,['7368753'],community,Binding
147344,2528447,npm,react-modal-hoc,Simple React HOC for wrapping component with modal API,"react,react-hoc,modal",MIT,https://github.com/fantua/react-modal-hoc,4,0,,0,30329721,GitHub,fantua/react-modal-hoc,Simple React HOC for wrapping component with modal API,False,3.0,MIT,,"modal,react,react-hoc",modal,https://github.com/fantua/react-modal-hoc,github,modal,modal,['31627289'],community,Binding
147406,2529106,Maven,com.codangcoding:elm-android,Bring The Elm Architecture to Android Development,,Apache-2.0,https://github.com/ekosuhariyadi/elm-android,1,0,,0,,,,,,,,,,Elm,https://github.com/ekosuhariyadi/elm-android,github,elm,elm,"['186221', '16190324']",community,Binding
147454,2529805,NuGet,MobileTech.ConductorClient,netflix conductor client for c#,conductor,,,6,0,,0,,,,,,,,,,netflix,,,netflix,netflix,['3727191'],community,Binding
147492,2530169,npm,ontology-store,a client-side RDF store with an OWL API,,ISC,https://github.com/ricokahler/ontology-store.js,1,0,,0,30339556,GitHub,ricokahler/ontology-store.js,"A fully persistent, immutable RDF store with a javascript OWL API.",False,0.0,MIT,,"immutablejs,ontology,owl,rdf,rdfs",OWL,https://github.com/ricokahler/ontology-store.js,github,owl,owl,['14048954'],community,Binding
147498,2530194,PyPI,pySOM,"Self-organizing Maps,SOM for python",,MIT,,9,0,,0,,,,,,,,,,SOM,https://gitee.com/hoops/pySOM,gitee,som,som,['3177597'],community,Binding
147523,2530459,npm,deepspeech,DeepSpeech NodeJS bindings,,MPL-2.0,https://github.com/mozilla/DeepSpeech,60,5,,23,10661363,GitHub,mozilla/DeepSpeech,A TensorFlow implementation of Baidu's DeepSpeech architecture,False,12710.0,MPL-2.0,,"deep-learning,machine-learning,neural-networks,speech-recognition,speech-to-text,tensorflow",DeepSpeech,https://github.com/mozilla/DeepSpeech/tree/v0.6.1,github,deepspeech,deepspeech,"['4969481', '10661363', '12400361']",same_repo,Binding
147599,2531408,npm,deepspeech-gpu,DeepSpeech NodeJS bindings,,MPL-2.0,https://github.com/mozilla/DeepSpeech,58,0,,0,10661363,GitHub,mozilla/DeepSpeech,A TensorFlow implementation of Baidu's DeepSpeech architecture,False,12710.0,MPL-2.0,,"deep-learning,machine-learning,neural-networks,speech-recognition,speech-to-text,tensorflow",DeepSpeech,https://github.com/mozilla/DeepSpeech/tree/v0.6.1,github,deepspeech,deepspeech,"['4969481', '10661363', '12400361']",same_repo,Binding
148098,2536692,npm,napollo,Apollo node SDK.,"apollo,node,config",MIT,,22,0,,0,,,,,,,,,,Apollo,,,apollo,apollo,['15362424'],community,Binding
148366,2540718,npm,@destinationstransfers/ntp,Lightweight Node implementation of the NTP Client Protocol,,MIT,https://github.com/destinationstransfers/ntp,2,0,,0,30357550,GitHub,destinationstransfers/ntp,Node (>= 8.x) implementation of the NTP Client Protocol,True,0.0,MIT,,"nodejs,ntp,ntp-client",NTP,https://github.com/destinationstransfers/ntp,github,ntp,ntp,['32528693'],community,Binding
148377,2540783,npm,@novajs/client,nova client,,MIT,,1,0,,0,,,,,,,,,,nova,,,nova,nova,['12196552'],community,Binding
148536,2542632,npm,fasttext,Nodejs binding for Fasttext representation and classification,"vntk,fasttext,node-fasttext",MIT,https://github.com/vunb/node-fasttext,7,1,,1,30879307,GitHub,vunb/node-fasttext,Nodejs binding for fasttext representation and classification.,False,15.0,MIT,,"classifier,facebook-fasttext,fasttext,node-fasttext,text-classification,vntk",Fasttext,https://github.com/vunb/node-fasttext,github,fasttext,fasttext,['38193711'],community,Binding
148646,2543898,PyPI,opensesame-plugin-audio-low-latency,An OpenSesame Plug-in for playing and recording audio files with low latency on Linux.,,"GPL-3.0-only,GPL-3.0-or-later",https://github.com/dev-jam/opensesame_plugin_-_audio_low_latency,17,0,,0,30417886,GitHub,dev-jam/opensesame_plugin_-_audio_low_latency,An OpenSesame Plug-in for playing and recording audio files with low latency on Linux.,False,0.0,,,,OpenSesame,https://github.com/dev-jam/opensesame_plugin_-_audio_low_latency,github,opensesame,opensesame,['25681086'],community,Binding
148671,2544199,NuGet,Kawaian.SharpFace.Windows,C# port of OpenFace with Xamarin support,"Face,ComputerVision,FaceRecognition",Other,https://github.com/Kawaian/SharpFace,2,0,,0,30428961,GitHub,Kawaian/SharpFace,C#/Xamarin Port of Tadas/OpenFace,False,8.0,Other,,,OpenFace,https://github.com/Kawaian/SharpFace,github,openface,openface,['2674263'],community,Binding
148676,2544234,NuGet,Kawaian.SharpFace,C# port of OpenFace with Xamarin support,"ComputerVision,FaceRecognition,Face",Other,https://github.com/Kawaian/SharpFace,1,0,,0,30428961,GitHub,Kawaian/SharpFace,C#/Xamarin Port of Tadas/OpenFace,False,8.0,Other,,,OpenFace,https://github.com/Kawaian/SharpFace,github,openface,openface,['2674263'],community,Binding
148720,2544749,Cargo,deepspeech-sys,Bindgen output for the DeepSpeech C++ API,,MPL-2.0,https://github.com/RustAudio/deepspeech-rs,8,1,,1,30453525,GitHub,RustAudio/deepspeech-rs,Rust bindings for the deepspeech library,False,78.0,Other,,,DeepSpeech,,,deepspeech,deepspeech,"['4969481', '10661363', '12400361']",community,Binding
148721,2544751,Cargo,deepspeech,Rust bindings to Mozilla's DeepSpeech STT implementation,,"MIT,Apache-2.0",https://github.com/RustAudio/deepspeech-rs,8,0,,1,30453525,GitHub,RustAudio/deepspeech-rs,Rust bindings for the deepspeech library,False,78.0,Other,,,DeepSpeech,,,deepspeech,deepspeech,"['4969481', '10661363', '12400361']",community,Binding
149070,2547792,npm,are.na,Interface to are.na API,"are.na,api,axios,request,rest,oauth",MIT,https://github.com/ivangreene/arena-js,11,2,,12,30508861,GitHub,ivangreene/arena-js,are.na API wrapper for JavaScript,False,89.0,MIT,,,are.na,https://github.com/ivangreene/arena-js,github,are na,arena,['37026823'],community,Binding
149381,2550082,PyPI,MesonPy,Websocket based python wrapper for Electron projects,,Zed,https://github.com/Bartpab/meson-py,1,0,,0,30593433,GitHub,Bartpab/meson-py,Websocket-Based Python Wrapper for Electron,False,1.0,Other,,,Electron,https://github.com/Bartpab/meson-py,github,electron,electron,['25543319'],community,Binding
149396,2550199,npm,node-sia,node-sia is a Node.js module that's made to interact with the Sia API.,,MIT,https://github.com/Heartz66/node-sia,3,0,,0,36207813,GitHub,Heartz66/node-sia,node-sia is a Node.js module that's made to interact with the Sia API.,False,0.0,MIT,,,Sia,https://github.com/Heartz66/node-sia,github,sia,sia,['16694501'],community,Binding
149431,2550519,PyPI,vaex-ui,Graphical user interface for vaex based on Qt,,MIT,https://github.com/maartenbreddels/vaex,6,0,,0,4127815,GitHub,vaexio/vaex,"Out-of-Core DataFrames for Python, visualize and explore big tabular data at a billion rows per second.",False,2505.0,MIT,,"bigdata,dataframe,hdf5,machine-learning,machinelearning,memory-mapped-file,python,tabular-data,visualization",vaex,https://www.github.com/maartenbreddels/vaex,github,vaex,vaex,['4127815'],same_repo,Binding
149498,2551201,PyPI,cvbuilder,Package for building OpenCV 4.2.0 including Python 3 bindings from the official sources.,"opencv,computer vision",MIT,,35,0,,0,,,,,,,,,,OpenCV,,,opencv,opencv,"['851991', '852587', '8250162']",community,Binding
149625,2552592,NuGet,SpazioDati.Dandelion,"Library that ""wraps"" Dandelion API: - EntityExtraction - TextSimilarity - TextClassification - LanguageDetection - SentimentAnalysis - Wikisearch","Dandelion,EntityExtraction,SpazioDati,TextClassification,TextSimilarity,LanguageDetection,Wikisearch,SentimentAnalysis",,https://github.com/EdoardoLenzi9/SpazioDati.Dandelion-eu,2,0,,0,30665127,GitHub,EdoardoLenzi9/SpazioDati.Dandelion-eu,,False,0.0,,,,Dandelion,https://github.com/EdoardoLenzi9/SpazioDati.Dandelion-eu,github,dandelion,dandelion,['36159920'],community,Binding
149645,2552785,NuGet,Gravity.Services.Comet,"Gravity API core functionality, which can be hosted as a service on platforms like Console Application, ASP.NET Web API, Service Fabric Service, .NET Core application, WCF Self-host, etc. FREE register at ""https://g-api.azurewebsites.net/Identity/Account/Register"" in order to be able to use Gravity API","automation,crawling,crawl,appium,test,qa,selenium,gravity,api,testing,scrapping,scrap",,,118,0,,0,,,,,,,,,,Gravity,https://g-api.azurewebsites.net/Identity/Account/Register,azurewebsites,gravity,gravity,['28024511'],community,Binding
149655,2552827,npm,apollo-forms,Form Bindings with Apollo,,MIT,,1,0,,0,,,,,,,,,,Apollo,,,apollo,apollo,['15362424'],community,Binding
149676,2553162,npm,fasttext-native,fastText bindings for Node.js,fasttext,MIT,https://github.com/tuananh/fasttext-native,3,0,,0,30687041,GitHub,tuananh/fasttext-native,fastText native bindings for ⬡.js,False,1.0,,,"fasttext,nodejs",fastText,https://github.com/tuananh/fasttext-native,github,fasttext,fasttext,['38193711'],community,Binding
149707,2553491,npm,node_fasttext,FastText for Nodejs,"fasttext,classifier,vecter",MIT,https://github.com/beyai/node_fasttext,6,0,,0,30697602,GitHub,beyai/node_fasttext,Facebook FastText on Nodejs,False,1.0,,,"classifier,fasttext",FastText,https://github.com/beyai/node_fasttext,github,fasttext,fasttext,['38193711'],community,Binding
149824,2556255,Hackage,gym-http-api,"This library provides a REST client to the gym open-source library. gym-http-api itself provides a python-based REST server to the gym open-source library, allowing development in languages other than python.  Note that the openai/gym-http-api is a monorepo of all language-clients. This hackage library tracks stites/gym-http-api which is the actively-maintained haskell fork.","library,mit,program,web,Propose Tags ,openai/gym-http-api,python-based REST server",MIT,https://github.com/stites/gym-http-api,2,0,,0,30733825,GitHub,stites/gym-http-api,API to access OpenAI Gym from other languages via HTTP,True,0.0,MIT,,,gym,https://github.com/stites/gym-http-api#readme,github,gym,gym,"['9641756', '36112051']",community,Binding
149843,2556483,PyPI,xlearn,xLearn Python Package,,Apache-2.0,https://github.com/aksnzhy/xlearn,10,0,,1,25065364,GitHub,aksnzhy/xlearn,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization machines (FM), and field-aware factorization machines (FFM) for Python and CLI interface.",False,2587.0,Apache-2.0,,"data-analysis,data-science,factorization-machines,ffm,fm,machine-learning,statistics",xLearn,https://github.com/aksnzhy/xlearn,github,xlearn,xlearn,"['13891186', '25065364', '39467478']",same_repo,Binding
150095,2558795,npm,forge-model-uploader,tutorial using forge api npm,forge,MIT,https://github.com/jaimerosales/modelderivative-nodejs-tutorial,1,0,,0,22285249,GitHub,jaimerosales/modelderivative-nodejs-tutorial,A simple tutorial using forge-apis npm to automate the upload to OSS and translation to SVF format.,False,2.0,MIT,,,forge,https://github.com/jaimerosales/modelderivative-nodejs-tutorial,github,forge,forge,['23506943'],community,Binding
150145,2559387,Cargo,osqp-sys,FFI bindings to the OSQP (Operator Splitting Quadratic Program) solver.,,Apache-2.0,https://github.com/oxfordcontrol/osqp.rs,9,1,,1,31647828,GitHub,oxfordcontrol/osqp.rs,Rust interface to OSQP: The Operator Splitting QP Solver,False,10.0,Apache-2.0,,,OSQP,https://osqp.org/,osqp,osqp,osqp,['22519034'],same_repo_owner,Binding
150412,2562019,PyPI,asyncbolt,Bolt client/server protocol for Python asyncio,,MIT,https://github.com/davebshow/asyncbolt,2,0,,0,30819497,GitHub,davebshow/asyncbolt,:zap:asyncbolt:zap: Bolt client/server protocol for Python asyncio,False,3.0,MIT,,"asyncio,bolt,client-server,neo4j",Bolt,https://github.com/davebshow/asyncbolt,github,bolt,bolt,"['19562400', '40784040']",community,Binding
150457,2562648,NuGet,Kalavaras.ID3,Fork of ID3 Package,"MP3,Music,ID3",Apache-2.0,https://github.com/kalavaras/Id3.Net,1,1,,0,30877720,GitHub,kalavaras/Id3.Net,ID3 tag library,False,1.0,Apache-2.0,,"id3,mp3-tags,music",ID3,https://github.com/kalavaras/Id3.Net,github,id3,id3,['4932403'],community,Binding
150762,2565581,npm,react-artemis,Official ReactJs bindings for Artemis,"javascript,artemis-client,react,react-artemis,graphql",MIT,https://github.com/monojack/react-artemis,1,0,,0,30824801,GitHub,monojack/react-artemis,,False,0.0,MIT,,,Artemis,https://github.com/monojack/react-artemis,github,artemis,artemis,"['9898456', '15990299']",community,Binding
151110,2569515,npm,electron-api-historian,Find the birthday of every Electron API,,MIT,https://github.com/electron/electron-api-historian,16,0,,5,31036261,GitHub,electron/electron-api-historian,Find the birthday of every Electron API,False,3.0,MIT,,,Electron,https://github.com/electron/electron-api-historian,github,electron,electron,['25543319'],community,Binding
151231,2571086,CRAN,mlapi,Abstract Classes for Building 'scikit-learn' Like API,,MIT,,1,2,,2,,,,,,,,,,scikit-learn,,,scikit learn,scikitlearn,['845049'],community,Binding
151305,2572080,npm,electron-sentry,Old Sentry SDK for Electron,,MIT,https://github.com/timfish/electron-sentry,6,1,,0,30307540,GitHub,getsentry/sentry-electron,The official Sentry SDK for Electron,False,100.0,MIT,,,Electron,https://github.com/timfish/electron-sentry,github,electron,electron,['25543319'],community,Binding
151329,2572349,Packagist,wojciechsliwka/yieldplanet-api,Connection to api yieldplanet,,MIT,https://github.com/wojciechsliwka/yieldplanet-api,0,0,,0,31111470,GitHub,wojciechsliwka/yieldplanet-api,,False,0.0,MIT,,,planet,,,planet,planet,"['23682817', '38702483']",community,Binding
151570,2574558,PyPI,chatflow,Python Package for ChatBot Developer,"chatflow,chatbot",MIT,https://github.com/lesimor/chatflow_pkg,4,0,,0,31186471,GitHub,lesimor/chatflow_pkg,,False,3.0,MIT,,,ChatBot,https://github.com/lesimor/chatflow_pkg,github,chatbot,chatbot,"['3977012', '15262198', '19073790', '25241511', '31772349']",community,Binding
